Category,Street ID,Street Name,Context,Outcome Category,Outcome Date,Service,Location Subtype,ID,Persistent ID,Epoch,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location
Drugs,964958,On or near College Grove,,Local resolution,06/01/2019 12:00:00 AM,Police Force,,75314549,1155112d2bd539060b436c33f3277a4021c13e5d5e9d77f94df3e77ccd16920b,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,529548.193,183776.752,-0.133447,51.538037,This is only an approximation of where the crime happened,18/02/2021,"(51.538037, -0.133447)"
Drugs,960542,On or near Judd Street,,Court result unavailable,01/01/2020 12:00:00 AM,Police Force,,75315945,9f6311e022ea6b8e9ca12cd58cc20d40bfacbf36ed43cf01cdef28db38b97f36,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530076.239,182797.685,-0.126199,51.529117,This is only an approximation of where the crime happened,18/02/2021,"(51.529117, -0.126199)"
Drugs,964955,On or near Crowndale Road,,Court result unavailable,12/01/2019 12:00:00 AM,Police Force,,75319075,92a55d5fa1620b0e0ef7427be0183667a5d129c4d0b9a105e6ce107c965bc001,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,529438.244,183467.723,-0.135145,51.535285,This is only an approximation of where the crime happened,18/02/2021,"(51.535285, -0.135145)"
Drugs,1486721,St Pancras International (station),,,,British Transport Police,Station,89438961,,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530079.709,183174.214,-0.12601,51.5325,This is only an approximation of where the crime happened,18/02/2021,"(51.5325, -0.12601)"
Drugs,960566,On or near Churchway,,Local resolution,06/01/2019 12:00:00 AM,Police Force,,75284264,70aa43fd98c1423ac23b0d1b0f9c80d37bf5a281f0d02c6e5125670f981c4ffe,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,529818.245,182667.795,-0.129964,51.528009,This is only an approximation of where the crime happened,18/02/2021,"(51.528009, -0.129964)"
Drugs,1486721,St Pancras International (station),,,,British Transport Police,Station,89438962,,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530079.709,183174.214,-0.12601,51.5325,This is only an approximation of where the crime happened,18/02/2021,"(51.5325, -0.12601)"
Drugs,960561,On or near Drummond Crescent,,Court result unavailable,01/01/2020 12:00:00 AM,Police Force,,75336139,922559c327a7c960698cf1e127c9c2ed99f0b9bfe9fecaad290ab7d79a863d72,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,529652.264,182861.734,-0.132284,51.52979,This is only an approximation of where the crime happened,18/02/2021,"(51.52979, -0.132284)"
Drugs,1489515,Kings Cross (station),,,,British Transport Police,Station,89438755,,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530277.361,183101.387,-0.123189,51.5318,This is only an approximation of where the crime happened,18/02/2021,"(51.5318, -0.123189)"
Drugs,964955,On or near Crowndale Road,,Local resolution,06/01/2019 12:00:00 AM,Police Force,,75319685,fb13ba165a43bf08fd53c8e73581ae25f2129d3017b615f0fc55108037570c51,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,529438.244,183467.723,-0.135145,51.535285,This is only an approximation of where the crime happened,18/02/2021,"(51.535285, -0.135145)"
Drugs,964999,On or near Harrington Square,,Court result unavailable,12/01/2019 12:00:00 AM,Police Force,,75335854,801b75830132cdc97b0565ca3a0a7eaf69fb33edb3ff74f5db42f295d752f5f1,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,529186.265,183156.754,-0.13889,51.532548,This is only an approximation of where the crime happened,18/02/2021,"(51.532548, -0.13889)"
Drugs,1486721,St Pancras International (station),,,,British Transport Police,Station,89438963,,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530079.709,183174.214,-0.12601,51.5325,This is only an approximation of where the crime happened,18/02/2021,"(51.5325, -0.12601)"
Drugs,964954,On or near Georgiana Street,,Offender given penalty notice,06/01/2019 12:00:00 AM,Police Force,,75287603,323a1ae06afea6fd8367937c5914d0b0ccd49b008ec4a7776171a424f51898d2,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,529348.216,183996.76,-0.136248,51.54006,This is only an approximation of where the crime happened,18/02/2021,"(51.54006, -0.136248)"
Drugs,1489515,Kings Cross (station),,,,British Transport Police,Station,89438756,,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530277.361,183101.387,-0.123189,51.5318,This is only an approximation of where the crime happened,18/02/2021,"(51.5318, -0.123189)"
Other theft,1486721,St Pancras International (station),,,,British Transport Police,Station,89438951,,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530079.709,183174.214,-0.12601,51.5325,This is only an approximation of where the crime happened,18/02/2021,"(51.5325, -0.12601)"
Other theft,964990,On or near Goods Way,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75329443,8e9d676292fc77003ce2c3782ad95f84074b3c73e11ec74ea1238ff157ce6833,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530029.24,183277.741,-0.126699,51.533442,This is only an approximation of where the crime happened,18/02/2021,"(51.533442, -0.126699)"
Other theft,960542,On or near Judd Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75346297,87ed191f1c442330768a03a72b876259c7064067bfcc517c0762701cc3919ffb,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530076.239,182797.685,-0.126199,51.529117,This is only an approximation of where the crime happened,18/02/2021,"(51.529117, -0.126199)"
Other theft,960904,On or near Pedestrian Subway,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75345494,9e2f8b8ea6198b86d022ccb9b90617763f447bcc053dbc6e15cf05c2318c9ca2,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530250.255,182929.774,-0.123643,51.530264,This is only an approximation of where the crime happened,18/02/2021,"(51.530264, -0.123643)"
Other theft,964958,On or near College Grove,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75338393,03733ec666133f3bd93de948b217dff7dce1ad2964b391d0311a9d17241d2aad,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,529548.193,183776.752,-0.133447,51.538037,This is only an approximation of where the crime happened,18/02/2021,"(51.538037, -0.133447)"
Other theft,964951,On or near Granary Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75338291,0a906f1197926cd99612e45345b683aaf0207a1e97916a877d6d867bebf1ffcb,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,529735.215,183678.709,-0.130788,51.537113,This is only an approximation of where the crime happened,18/02/2021,"(51.537113, -0.130788)"
Other theft,964990,On or near Goods Way,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75337133,b96395fda57d29faafd40d1ec90ea2d8e805e98e358c6e9de38f05d1935b8158,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530029.24,183277.741,-0.126699,51.533442,This is only an approximation of where the crime happened,18/02/2021,"(51.533442, -0.126699)"
Other theft,960542,On or near Judd Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75327933,58b862fc52c7866e7ff061ed603363820743232cd9201da1c1491939ebbdb7de,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530076.239,182797.685,-0.126199,51.529117,This is only an approximation of where the crime happened,18/02/2021,"(51.529117, -0.126199)"
Other theft,960561,On or near Drummond Crescent,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75334079,4ba0542427971a04a7dfcfca8c7f8c81a3a28080d5dc6fd4753df774e9553a85,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,529652.264,182861.734,-0.132284,51.52979,This is only an approximation of where the crime happened,18/02/2021,"(51.52979, -0.132284)"
Other theft,964990,On or near Goods Way,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75333791,60a1505efdd1a97436c674c748362d39d1a6836e21f2840ee5853f457f180830,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530029.24,183277.741,-0.126699,51.533442,This is only an approximation of where the crime happened,18/02/2021,"(51.533442, -0.126699)"
Other theft,964990,On or near Goods Way,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75333106,4bde3f0950563e2161a01230d116eb53c8dacf6844dc4a90180fa6f14a9923e1,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530029.24,183277.741,-0.126699,51.533442,This is only an approximation of where the crime happened,18/02/2021,"(51.533442, -0.126699)"
Other theft,964990,On or near Goods Way,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75333105,746797d2793e4b993091acd9af0a9311a98cee55bb84f3a7e746c7f76fa18c3a,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530029.24,183277.741,-0.126699,51.533442,This is only an approximation of where the crime happened,18/02/2021,"(51.533442, -0.126699)"
Other theft,964953,On or near Goldington Crescent,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75332336,6232e71e4032d00ca46aa40961a8e52a3615d91a1def590e67b19091cadfe30e,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,529513.203,183434.695,-0.134077,51.534971,This is only an approximation of where the crime happened,18/02/2021,"(51.534971, -0.134077)"
Other theft,964990,On or near Goods Way,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75331386,888c237635e81c335de285ab5072e009f9ec2be49adbff275023f2861b5db271,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530029.24,183277.741,-0.126699,51.533442,This is only an approximation of where the crime happened,18/02/2021,"(51.533442, -0.126699)"
Other theft,960904,On or near Pedestrian Subway,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75320726,ca1a21c200b0f166383fc484bdce15235682ef94235a43bfca37b7184eb440f3,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530250.255,182929.774,-0.123643,51.530264,This is only an approximation of where the crime happened,18/02/2021,"(51.530264, -0.123643)"
Other theft,960522,On or near Wellesley Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75319430,20011b3d03f63f6cfc528c20c3d20ad86a1e3066849e3b7186555628f0f1f6f1,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,529707.225,182682.763,-0.131558,51.528169,This is only an approximation of where the crime happened,18/02/2021,"(51.528169, -0.131558)"
Other theft,960904,On or near Pedestrian Subway,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75319110,1fb693e721b926077c9f97dda05ee9104ac45bbc795b9bd6637630174751fbeb,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530250.255,182929.774,-0.123643,51.530264,This is only an approximation of where the crime happened,18/02/2021,"(51.530264, -0.123643)"
Other theft,964990,On or near Goods Way,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75317635,cee29f0199aefab38ecc523f6b3836d3b47e727f66e9666d65b54e577fd6cca6,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530029.24,183277.741,-0.126699,51.533442,This is only an approximation of where the crime happened,18/02/2021,"(51.533442, -0.126699)"
Other theft,960904,On or near Pedestrian Subway,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75316966,895cdfdca147e66f968605fa293e08edede88b6374d202e03df7ccf9d817ab9c,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530250.255,182929.774,-0.123643,51.530264,This is only an approximation of where the crime happened,18/02/2021,"(51.530264, -0.123643)"
Other theft,960904,On or near Pedestrian Subway,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75317037,ea78a7ef6ac2cbef9f0072e1af7625998ba30fbfa23da3bbf947e11beacedc38,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530250.255,182929.774,-0.123643,51.530264,This is only an approximation of where the crime happened,18/02/2021,"(51.530264, -0.123643)"
Other theft,960542,On or near Judd Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75316098,a4a1f2958bfeecd1fa247db48a9629df11b4ab9a259adab972cfc1ad0ba61514,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530076.239,182797.685,-0.126199,51.529117,This is only an approximation of where the crime happened,18/02/2021,"(51.529117, -0.126199)"
Other theft,960904,On or near Pedestrian Subway,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75308608,8caf7abb75c52a52a74d8b79211d1520574c482e558766c4d2894eeb44538ab5,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530250.255,182929.774,-0.123643,51.530264,This is only an approximation of where the crime happened,18/02/2021,"(51.530264, -0.123643)"
Other theft,964934,On or near Wrotham Road,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75307516,b449d11d7c9cef1f8363a3f137d535d99da04cd522dd383c087e9bca5275783e,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,529426.216,184189.692,-0.135053,51.541776,This is only an approximation of where the crime happened,18/02/2021,"(51.541776, -0.135053)"
Other theft,964990,On or near Goods Way,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75325507,1c7563d58725c6366626e3e25bb648ac25df0691437db3532a5def3742f81c1a,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530029.24,183277.741,-0.126699,51.533442,This is only an approximation of where the crime happened,18/02/2021,"(51.533442, -0.126699)"
Other theft,960522,On or near Wellesley Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75325293,8a1cdc71653ea3c1340a1de7b6f64b27a206841c3b3e86f5a06afa622ea4586b,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,529707.225,182682.763,-0.131558,51.528169,This is only an approximation of where the crime happened,18/02/2021,"(51.528169, -0.131558)"
Other theft,964985,On or near Pancras Road,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75323436,391a3b354fadc4b89078431397d60cf5c775cfcd4ade913778a4a7e93666e6cb,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,529899.202,183279.756,-0.128572,51.53349,This is only an approximation of where the crime happened,18/02/2021,"(51.53349, -0.128572)"
Other theft,960904,On or near Pedestrian Subway,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75322045,1f9d5712d3ab92bd07e4702c615834241885454e9b97ce72733b844a6769e82d,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530250.255,182929.774,-0.123643,51.530264,This is only an approximation of where the crime happened,18/02/2021,"(51.530264, -0.123643)"
Other theft,960904,On or near Pedestrian Subway,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75322755,16ab74ade16c4f8b166656b027c1c53352764fbbc3e99dadd0ce2f824ddf6912,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530250.255,182929.774,-0.123643,51.530264,This is only an approximation of where the crime happened,18/02/2021,"(51.530264, -0.123643)"
Other theft,960903,On or near Pedestrian Subway,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75320899,27e01f1cb60ffe33f3328dfac17bfb9caa2628a0ef11d2bc1b55187fa90cbae0,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530190.233,182961.73,-0.124496,51.530565,This is only an approximation of where the crime happened,18/02/2021,"(51.530565, -0.124496)"
Other theft,960542,On or near Judd Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75320633,2ac0f0bbd677fb8aa84f0bf5f159f167ea60fb99d851e345c945a5c349a3d0cd,06/01/2019 12:00:00 AM,E05000143,St Pancras and Somers Town,530076.239,182797.685,-0.126199,51.529117,This is only an approximation of where the crime happened,18/02/2021,"(51.529117, -0.126199)"
